#sortabletable(|String|String|String|Number|String|String|String|String|Number|Number|Number|Number|Number|String|String|String,1){{
|~画像|~名前|~属性|~武器種|~適正&br;Rank|~奥義|~第1スキル|~第2スキル|~第3スキル|~MAX&br;Lv|~Min&br;HP|~Min&br;ATK|~Max&br;HP|~Max&br;ATK|~武器シリーズ/分類|~カテゴリ1&br;(関連コンテンツ)|~カテゴリ2&br;(詳細・その他)|h
|&attachref(img/1040710600.png,15%);|スパイクシューター|COLOR(brown):土|弓|10|[[アルケミック・バースト>武器奥義#alchemicburst]]|[[錬成の攻刃>スキル一覧#renseinokoujin]]|[[土杭斉射>スキル一覧#dokou]]||150|32|315|190|2000|[[シナリオイベント武器>武器概要/シナリオイベント武器]]|イベント/シナリオイベント|アルケミスト・デザイア|
|&attachref(img/1040710700.png,15%);|[[リフレクト・オブ・ザ・ムーン>武器/リフレクト・オブ・ザ・ムーン (SSR)]]|COLOR(blue):水|弓|60|[[フォボスブラスト>武器奥義#fobothblast]]|[[女教皇と月の幻惑>スキル一覧#onnakyoukoutotsuki]]|[[セフィラマキシ・ウォータ>スキル一覧#sefiramaxiwater]]|| |36|365|214|2311|[[新世界の礎>武器概要/新世界の礎]]|[[レプリカルド・サンドボックス]]|「新世界の礎」でトレジャー交換|
|&attachref(img/1040710800.png,15%);|[[オーロラボウ>武器/オーロラボウ (SSR)]]|COLOR(green):風|弓|10|[[ブライトネス・レイン>武器奥義#brightnessrain]]|[[竜巻の刹那>スキル一覧#tatsumakinosetuna]]|[[風の秘奥>スキル一覧#kazenohioku]]|||35|440|200|2620|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[スーテラ (SSR)>スーテラ (SSR)]]加入|
|&attachref(img/1040710900.png,15%);|[[雷上動>武器/雷上動 (SSR)]]|COLOR(green):風|弓|10|[[水破兵破>武器奥義#suihaheiha]]|[[竜巻の秘奥>スキル一覧#tatsumakinohioku]]|[[竜巻の技巧>スキル一覧#tatumakinogikouo]]|||40|407|230|2490|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[ネクタル (SSR)>ネクタル (SSR)]]加入|
|&attachref(img/1040711000.png,15%);|[[コロンバ>武器/コロンバ (SSR)]]|COLOR(blue):水|弓|60|[[パスクワーレ>武器奥義#paskuware]]|[[雪の極意>スキル一覧#yukinogokui]]|[[ボルテージ・オブ・ボウ>スキル一覧#voltageofbow]]||150|30|395|208|2340|[[マリスシリーズ>武器概要/マリスシリーズ]]|マルチバトル/マリスHL|シュヴァリエ・マリスHL|
|&attachref(img/1040711100.png,15%);|[[アゴナイズ>武器/アゴナイズ (SSR)]]|COLOR(purple):闇|弓|15|[[デファイラーズレイ>武器奥義#defiler]]|[[闇の攻刃>スキル一覧#yaminokoujin]]|[[煉の妙技>スキル一覧#rennomyougi]]|||28|405|223|2975|[[メナスシリーズ>武器概要/メナスシリーズ]]|マルチバトル/アニマ・アニムス・コアHL|アニマ・アニムス・コアHLからドロップ|
|&attachref(img/1040711200.png,15%);|[[マリンエーテリアル>武器/マリンエーテリアル (SSR)]]|COLOR(brown):土|弓||[[ワーリング・タイド>武器奥義#waring]]|[[大地の渾身>スキル一覧#daichinokonshin]]|[[土の必殺>スキル一覧#tutinohissatu]]|||44|387|250|2390|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ(期間限定)|[[メーテラ(水着ver) (SSR)>メーテラ (SSR)水着バージョン]]加入|
|&attachref(img/1040711300.png,15%);|[[アルスターボウ>武器/アルスターボウ (SSR)]]|COLOR(green):風|弓|10|[[アルスターアロー>武器奥義#arustararrow]]|[[ゲイルオブタフネス>スキル一覧#gailoftoughness]]|[[術法の拵え>スキル一覧#jyutuhounokoshirae]]|||31|318|195|1952|[[シナリオイベント武器>武器概要/シナリオイベント武器]]|イベント/シナリオイベント|龍血戦争|
|&attachref(img/1040711400.png,15%);|[[シグルズボウ・ミーレス>武器/シグルズボウ・ミーレス (SSR)]]|COLOR(blue):水|弓||[[イェルムリク・レペーテル>武器奥義#yellmurik]]|[[ボルテージ・オブ・ボウII>スキル一覧#voltageofbow2]]|[[雪の邁進>スキル一覧#yukinomaishin]]|| |33|334|197|2122|[[ミーレスシリーズ>武器概要/ミーレスシリーズ]]|[[レプリカルド・サンドボックス]]|「剣掲げる行軍の地」のエリアボスドロップ|
|&attachref(img/1040711500.png,15%);|[[インドラリム・ミーレス>武器/インドラリム・ミーレス (SSR)]]|COLOR(green):風|弓||[[インドラアロー・レペーテル>武器奥義#indraarrow]]|[[ボルテージ・オブ・ボウII>スキル一覧#voltageofbow2]]|[[凪の剛毅>スキル一覧#naginogouki]]|| |30|349|194|2137|[[ミーレスシリーズ>武器概要/ミーレスシリーズ]]|[[レプリカルド・サンドボックス]]|「剣掲げる行軍の地」のエリアボスドロップ|
|&attachref(img/1040711600.png,15%);|[[ハルシエシス>武器/ハルシエシス (SSR)]]|COLOR(orange):光|弓||[[コム・オンボ>武器奥義#comonbo]]|[[煌の果断>スキル一覧#kounokadan]]|[[雷電の進境>スキル一覧#raidennosinkyou]]|||32|360|230|2231|[[エニアドシリーズ>武器概要/エニアドシリーズ]]|マルチバトル/エニアドHL|ホルスHL|
|&attachref(img/1040711800.png,15%);|[[メドゥシアナ・フロート>武器/メドゥシアナ・フロート (SSR)]]|COLOR(red):火|弓||[[メドゥシアナ・アイ>武器奥義#medusiana]]|[[業火の渾身>スキル一覧#goukanokonshin]]|[[業火の星晶>スキル一覧#goukanoseisyou]]|[[スカーレット・アーツ>スキル一覧#scarletarts]]||31|452|197|2655|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ(期間限定)|[[メドゥーサ(水着ver) (SSR)>メドゥーサ (SSR)水着バージョン]]加入|
|&attachref(img/1040800000.png,15%);|シュヴァリエハープ・マグナ|COLOR(orange):光|楽器|50|[[光の刃++>武器奥義#hikarinoyaibaend]]|[[騎解方陣・攻刃II>スキル一覧#kikaihoujinkoujin2]]|[[紅蓮の守護>スキル一覧#gurennosyugo]]||200|61|325|249|2340|[[マグナシリーズ>武器概要/マグナシリーズ]]|マルチバトル/マグナボス|[[シュヴァリエ・マグナ討伐戦>NORMALマルチバトル攻略法/マグナボス#l244cd6c]]|
|&attachref(img/1040800100.png,15%);|セレストハープ・マグナ|COLOR(purple):闇|楽器|50|[[黒霧++>武器奥義#kurogiriend]]|[[黒霧方陣・守護II>スキル一覧#kurogirihoujinsyugo2]]|[[紅蓮の技巧>スキル一覧#gurennogikou]]||200|57|345|245|2360|[[マグナシリーズ>武器概要/マグナシリーズ]]|マルチバトル/マグナボス|[[セレスト・マグナ討伐戦>NORMALマルチバトル攻略法/マグナボス#ma85b815]]|
|&attachref(img/1040800200.png,15%);|オーシャンハープ|COLOR(blue):水|楽器|10|[[スウェルバラード>武器奥義#swel]]|[[霧氷の守護>スキル一覧#muhyounosyugo]]||||73|360|245|2210|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[ソフィア (SSR)]]加入|
|&attachref(img/1040801100.png,15%);|砂城の宮樂弦|COLOR(brown):土|楽器|10|[[悲哀のファンタジア++>武器奥義#hiai]]|[[優しい世界>スキル一覧#yasasiisekai]]|[[天光の守護>スキル一覧#tennkounosyugo]]||150|72|365|280|2590|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[サラ (SSR)]]加入|
|&attachref(img/1040801200.png,15%);|ブランウェンハープ|COLOR(blue):水|楽器|10|[[悲閃>武器奥義#hisen]]|[[霧氷の攻刃>スキル一覧#muhyounokoujin]]||||57|275|196|1770|[[シナリオイベント武器>武器概要/シナリオイベント武器]]|[[サイドストーリー]]|砂縛の涙、ひとしずく|
|&attachref(img/1040802100.png,15%);|メビウス|COLOR(red):火|楽器|10|[[フェルディナン・ブレイズ++>武器奥義#ferubure]]|[[未完の錬金術>スキル一覧#mikannorenkinjyutu]]|[[地裂の攻刃>スキル一覧#tiretunokoujin]]||150|69|380|280|2600|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[クラリス (SSR)]]加入|
|&attachref(img/1040802200.png,15%);|エスカラスハープ|COLOR(red):火|楽器|10|[[デマゴーグ>武器奥義#demago1]]|[[紅蓮の守護>スキル一覧#gurennosyugo]]||||53|295|192|1790|[[シナリオイベント武器>武器概要/シナリオイベント武器]]|[[サイドストーリー]]|届かないほど、近くのあなたへ|
|&attachref(img/1040802300.png,15%);|アネモイの銀琴|COLOR(green):風|楽器|40|[[一陣の風>武器奥義#itijinnokaze]]|[[修練の心得>スキル一覧#syuurennokokoroe]]||||59|320|211|1950|[[四象武器(特殊スキル)>武器概要/四象武器]]|イベント/四象降臨|－|
|&attachref(img/1040802400.png,15%);|神授のリラ|COLOR(green):風|楽器|10|[[ビネヴォレンス++>武器奥義#vinevo]]|[[神秘の前奏曲>スキル一覧#shinpinozensoukyoku]]|[[紅蓮の攻刃>スキル一覧#gurennokoujin]]||150|70|375|276|2595|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[アンリエット (SSR)]]加入|
|&attachref(img/1040802500.png,15%);|カエールベル|COLOR(green):風|楽器|10|[[けろけろり～ん♪>武器奥義#kerokerorin]]|[[アンノウン・ATK II>スキル一覧#unkown_atk2]]||||55|290|195|1785|[[シナリオイベント武器>武器概要/シナリオイベント武器]]|[[サイドストーリー]](コラボ)|サイコー！FANTASY -理由(ワケ)あって、空へ！-|
|&attachref(img/1040802600.png,15%);|[[メロディックスフィア>武器/メロディックスフィア (SSR)]]|COLOR(blue):水|楽器|15|[[スターライトメロディ>武器奥義#starlightmelody]]|[[霧氷の守護>スキル一覧#muhyounosyugo]]|[[天光の守護>スキル一覧#tennkounosyugo]]||150|74|365|249|2245|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[リルル (SSR)]]加入|
|&attachref(img/1040802700.png,15%);|スノウリィメビウス|COLOR(orange):光|楽器|10|[[フェルディナン・フリーズ>武器奥義#ferdinandfreeze]]|[[天光の攻刃>スキル一覧#tennkounokoujin]]|[[地裂の攻刃>スキル一覧#tiretunokoujin]]|||70|370|242|2210|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ(期間限定)|[[クラリス (SSR)クリスマスバージョン]]加入|
|&attachref(img/1040803500.png,15%);|[[オールド・ペルセウス>武器/オールド・ペルセウス (SSR)]]|COLOR(brown):土|楽器|60|[[プリティヴィー・サーダカ++>武器奥義#prithivi]]|[[創樹方陣・神威>スキル一覧#soujyuhoujinsini]]|[[創樹方陣・羅刹>スキル一覧#soujyuhoujinrasetu]]||150|65|322|270|2470|[[オールド・プライマルシリーズ>武器概要/召喚石マルチバトル武器]]|マルチバトル/召喚石マルチ(降臨、調停の翼)|メドゥーサ討伐戦|
|&attachref(img/1040803600.png,15%);|[[ペルセウス>武器/ペルセウス (SSR)]]|COLOR(brown):土|楽器|60|[[プリティヴィー・サーダカ++>武器奥義#prithivi]]|[[土の神威>スキル一覧#tutinosini]]|[[大地の羅刹>スキル一覧#daichinorasetu]]||150|65|322|270|2470|[[プライマルシリーズ>武器概要/召喚石マルチバトル武器]]|マルチバトル/召喚石マルチ(降臨、調停の翼)|メドゥーサ討伐戦|
|&attachref(img/1040803700.png,15%);|[[ウルリクムミ>武器/ウルリクムミ (SSR)]]|COLOR(red):火|楽器|50|[[巨人の歌>武器奥義#kyojinnouta]]|[[紅蓮の括目>スキル一覧#gurennokatumoku]]|[[流行詩歌>スキル一覧#ryuukousiika]]|||76|438|271|2529|[[スペリオルシリーズ>武器概要/スペリオルシリーズ]]|ムーン交換|ゴールドムーン×100|
|&attachref(img/1040803700.png,15%);|[[ウルリクムミ>武器/ウルリクムミ (SSR)]]|COLOR(blue):水|楽器|50|[[巨人の歌>武器奥義#kyojinnouta]]|[[霧氷の括目>スキル一覧#muhyounokatumoku]]|[[流行詩歌>スキル一覧#ryuukousiika]]|||76|438|271|2529|[[スペリオルシリーズ>武器概要/スペリオルシリーズ]]|ムーン交換|ゴールドムーン×100|
|&attachref(img/1040803700.png,15%);|[[ウルリクムミ>武器/ウルリクムミ (SSR)]]|COLOR(brown):土|楽器|50|[[巨人の歌>武器奥義#kyojinnouta]]|[[地裂の括目>スキル一覧#tiretsunokatumoku]]|[[流行詩歌>スキル一覧#ryuukousiika]]|||76|438|271|2529|[[スペリオルシリーズ>武器概要/スペリオルシリーズ]]|ムーン交換|ゴールドムーン×100|
|&attachref(img/1040803700.png,15%);|[[ウルリクムミ>武器/ウルリクムミ (SSR)]]|COLOR(green):風|楽器|50|[[巨人の歌>武器奥義#kyojinnouta]]|[[乱気の括目>スキル一覧#rannkinokatumoku]]|[[流行詩歌>スキル一覧#ryuukousiika]]|||76|438|271|2529|[[スペリオルシリーズ>武器概要/スペリオルシリーズ]]|ムーン交換|ゴールドムーン×100|
|&attachref(img/1040803700.png,15%);|[[ウルリクムミ>武器/ウルリクムミ (SSR)]]|COLOR(orange):光|楽器|50|[[巨人の歌>武器奥義#kyojinnouta]]|[[天光の括目>スキル一覧#tennkounokatumoku]]|[[流行詩歌>スキル一覧#ryuukousiika]]|||76|438|271|2529|[[スペリオルシリーズ>武器概要/スペリオルシリーズ]]|ムーン交換|ゴールドムーン×100|
|&attachref(img/1040803700.png,15%);|[[ウルリクムミ>武器/ウルリクムミ (SSR)]]|COLOR(purple):闇|楽器|50|[[巨人の歌>武器奥義#kyojinnouta]]|[[奈落の括目>スキル一覧#narakunokatumoku]]|[[流行詩歌>スキル一覧#ryuukousiika]]|||76|438|271|2529|[[スペリオルシリーズ>武器概要/スペリオルシリーズ]]|ムーン交換|ゴールドムーン×100|
|&attachref(img/1040804400.png,15%);|[[ハープ・オブ・コスモス>武器/ハープ・オブ・コスモス (SSR)]]|COLOR(orange):光|楽器|80|[[メディエーションサウンド＋>武器奥義#medisound]]|[[ハープ・オブ・コスモス>スキル一覧#hocosmos]]|[[秩序の蒼琴(習得Lv150)>スキル一覧#titujonosoukin]]||150|67|351|236|2165|[[コスモスシリーズ>武器概要/コスモスシリーズ]]|マルチバトル/降臨、調停の翼|ディール/トレジャー交換|
|&attachref(img/1040805000.png,15%);|ゴールデンブロッサム|COLOR(orange):光|楽器|10|[[夕暮れのラブソング>武器奥義#yuugurelovesong]]|[[雷電の攻刃>スキル一覧#raidennnokoujin]]|[[光の守護>スキル一覧#hikarinosyugo]]|||55|290|195|1785|[[シナリオイベント武器>武器概要/シナリオイベント武器]]|[[サイドストーリー]]|剣と脚に想いを乗せて|
|&attachref(img/1040805100.png,15%);|[[朱雀翼弦>武器/朱雀翼弦 (SSR)]]|COLOR(red):火|楽器|1|[[四象天神之一矢・南朱++>武器奥義#nansyu]]|[[紅蓮の呪印・弐>スキル一覧#gurennojyuin2]]|[[紅蓮の攻刃>スキル一覧#gurennokoujin]]||150|51|290|220|2020|[[四象武器(四属性)>武器概要/四象武器]]|イベント/四象降臨|－|
|&attachref(img/1040805200.png,15%);|スレイプニルシュー|COLOR(orange):光|楽器|60|[[シェングヴィーデ>奥義一覧#shengvide]]|[[光の背水>スキル一覧#hikarinohaisui]]|[[天光の堅守>スキル一覧#tennkounokensyu]]||150|63|332|224|2054|[[プライマルシリーズ>武器概要/召喚石マルチバトル武器]]|マルチバトル/召喚石マルチ(神撃・究極の竜)|オーディン討伐戦|
|&attachref(img/1040805300.png,15%);|西風の竪琴|COLOR(green):風|楽器|10|[[疾風のマーチ>武器奥義#sippuunomarch]]|[[西風のクレシェンド>スキル一覧#nishikazenocrescendo]]|[[西風のラプソディ>スキル一覧#nishikazenorhapsody]]|||52|300|190|1800|[[シナリオイベント武器>武器概要/シナリオイベント武器]]|[[サイドストーリー]]|氷炎牆に鬩ぐ|
|&attachref(img/1040805400.png,15%);|銀の依代の竪琴|COLOR(orange):光|楽器|1|[[銀の瞬き>武器奥義#ginnomatataki]]|[[残夢の匣>スキル一覧#zanmunohako]]|無し||100|47|247|209|1730|依代武器|エクストラクエスト/ディメンション・ヘイロー|－|
|&attachref(img/1040805500.png,15%);|黄金の依代の竪琴|COLOR(orange):光|楽器|1|[[黄金の瞬き>武器奥義#ougonomatataki]]|[[鼓動>スキル一覧#kodou]]|無し||100|49|255|217|1785|依代武器|銀の依代武器を特殊武器強化|－|
|&attachref(img/1040805600.png,15%);|ドミニオンハープ|COLOR(orange):光|楽器|10|[[ドミニオンサウンド>武器奥義#dominionsound]]|[[聖なる守護>スキル一覧#seinarusyugo]]|[[天の福音>スキル一覧#tennofukuin]]|||53|278|188|1727|[[シナリオイベント武器>武器概要/シナリオイベント武器]]|[[サイドストーリー]]|どうして空は蒼いのか|
|&attachref(img/1040805900.png,15%);|麒麟弦|COLOR(purple):闇|楽器|80|[[黒召刃++>奥義一覧#kokusyoujinclear]]|[[奈落の攻刃II>スキル一覧#narakunokoujin2]]|[[靂天の境界へと至りし者>スキル一覧#rekitennokyoukai]]||200|63|370|||[[四象武器(光闇)>武器概要/四象武器]]|マルチバトル/黄龍・黒麒麟|トレジャー交換|
|&attachref(img/1040806000.png,15%);|フュージョンメビウス|COLOR(orange):光|楽器|10|[[フュージョンリアクション>武器奥義#fusionreaction]]|[[天光の攻刃>スキル一覧#tennkounokoujin]]|[[光の秘奥>スキル一覧#hikarinohioku]]|||69|375|240|2225|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[クラリス (SSR)光属性バージョン]]加入|
